10005S0000,211,12,163,112.50,1,9,-75.700743,4.819750,1370,2,15-06-1980,RES CREG 178 de 2019
10005T0000,212,12,163,112.50,1,9,-75.699887,4.819666,1374,2,15-06-1980,RES CREG 178 de 2019
10005U0000,213,12,163,112.50,1,9,-75.699530,4.819647,1376,2,15-06-1989,RES CREG 178 de 2019
10005V0000,214,12,163,75.00,1,9,-75.699590,4.819641,1376,2,15-06-1980,RES CREG 178 de 2019
10005W0000,215,12,163,225.00,1,9,-75.698374,4.819510,1372,2,15-06-1986,RES CREG 178 de 2019
10005X0000,216,12,163,225.00,1,9,-75.697473,4.819390,1372,2,15-06-1989,RES CREG 178 de 2019
10005Y0000,217,12,163,225.00,1,9,-75.696833,4.819299,1376,2,15-06-1993,RES CREG 178 de 2019
10005Z0000,218,12,163,112.50,1,9,-75.695752,4.819161,1386,2,15-06-1992,RES CREG 178 de 2019
1000600000,219,12,163,75.00,1,9,-75.709665,4.820676,1314,2,15-06-1990,RES CREG 178 de 2019
10185S0000,220,12,163,50.00,1,9,-75.709953,4.820374,1320,2,21-04-2019,RES CREG 178 de 2019
1000620000,221,22,163,75.00,1,9,-75.705932,4.821116,1326,3,30-12-2016,RES CREG 178 de 2019
1000630000,222,22,163,75.00,1,9,-75.705382,4.821205,1352,3,30-12-2016,RES CREG 178 de 2019
1018920000,223,12,163,150.00,1,9,-75.737980,4.806694,1284,2,19-01-2020,RES CREG 178 de 2019
1000640000,223,12,163,150.00,1,9,-75.737980,4.806694,1284,3,19-01-2020,RES CREG 178 de 2019
1000650000,224,12,163,10.00,2,9,-75.737880,4.804094,1278,3,30-12-2011,RES CREG 178 de 2019
1000660000,225,12,163,225.00,1,9,-75.739111,4.805635,1352,2,01-01-1994,RES CREG 178 de 2019
1000670000,226,12,163,150.00,1,9,-75.739944,4.804659,1326,2,08-10-2013,RES CREG 178 de 2019
1000680000,227,12,163,75.00,2,9,-75.740307,4.805101,1352,2,15-06-2005,RES CREG 178 de 2019
1000690000,228,12,163,112.50,1,9,-75.740255,4.805101,1227,2,06-07-2013,RES CREG 178 de 2019
10006A0000,229,12,163,75.00,1,9,-75.740097,4.805935,1316,2,10-07-2017,RES CREG 178 de 2019
